"","Edad","RegimenClara","Zona","Calidad","N","Vol.comercial20","Vol.comercial7","variable","Renta"
"297",14,"M2","zona interior","26",1000,10.981,60.103,"renta.act.Esc1.Int2",-1312.41537208973
"298",22,"M2","zona interior","26",700,135.643,198.765,"renta.act.Esc1.Int2",-1557.45765346155
"299",30,"M2","zona interior","26",300,553.283,613.637,"renta.act.Esc1.Int2",-254.679824893846
"300",40,"M2","zona interior","26",0,1191.609,1219.186,"renta.act.Esc1.Int2",16262.5783339008
"301",1,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"302",3,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"303",15,"M4","zona costera","7",700,0,2.415,"renta.act.Esc1.Int2",-1364.91198697332
"304",25,"M4","zona costera","7",0,15.094,71.024,"renta.act.Esc1.Int2",-1977.50568875687
"305",1,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"306",3,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"307",15,"M4","zona costera","11",700,0,14.78,"renta.act.Esc1.Int2",-1364.91198697332
"308",25,"M4","zona costera","11",0,117.56,196.992,"renta.act.Esc1.Int2",-1757.86704176068
"309",1,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"310",3,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"311",15,"M4","zona costera","16",700,0.795,56.324,"renta.act.Esc1.Int2",-1364.91198697332
"312",25,"M4","zona costera","16",0,313.566,402.004,"renta.act.Esc1.Int2",-1010.50946523683
"313",1,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"314",3,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"315",15,"M4","zona costera","21",700,23.038,117.827,"renta.act.Esc1.Int2",-1364.91198697332
"316",25,"M4","zona costera","21",0,625.28,709.408,"renta.act.Esc1.Int2",345.364694862676
"317",1,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"318",3,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"319",15,"M4","zona costera","26",700,126.548,231.007,"renta.act.Esc1.Int2",-1364.91198697332
"320",25,"M4","zona costera","26",0,981.459,1063.993,"renta.act.Esc1.Int2",3581.53396032256
"321",1,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"322",3,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"323",15,"M4","zona interior","7",700,0,1.852,"renta.act.Esc1.Int2",-1364.91198697332
"324",25,"M4","zona interior","7",0,14.455,69.71,"renta.act.Esc1.Int2",-1987.50621914577
"325",1,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"326",3,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"327",15,"M4","zona interior","11",700,0,13.87,"renta.act.Esc1.Int2",-1364.91198697332
"328",25,"M4","zona interior","11",0,112.804,193.837,"renta.act.Esc1.Int2",-1774.03130935199
"329",1,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"330",3,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"331",15,"M4","zona interior","16",700,0,52.004,"renta.act.Esc1.Int2",-1364.91198697332
"332",25,"M4","zona interior","16",0,321.092,412.587,"renta.act.Esc1.Int2",-1096.65968261908
"333",1,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"334",3,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"335",15,"M4","zona interior","21",700,18.469,108.939,"renta.act.Esc1.Int2",-1364.91198697332
"336",25,"M4","zona interior","21",0,659.475,748.665,"renta.act.Esc1.Int2",133.38187130809
"337",1,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"338",3,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"339",15,"M4","zona interior","26",700,106.219,210.575,"renta.act.Esc1.Int2",-1364.91198697332
"340",25,"M4","zona interior","26",0,1064.305,1152.861,"renta.act.Esc1.Int2",2977.8666570243
"341",1,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"342",3,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"343",35,"M8","zona costera","7",0,48.673,175.296,"renta.act.Esc1.Int2",-2990.69024286097
"344",1,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"345",3,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"346",35,"M8","zona costera","11",0,231.943,410.445,"renta.act.Esc1.Int2",-2990.69024286097
"347",1,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"348",3,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"349",35,"M8","zona costera","16",0,596.539,793.719,"renta.act.Esc1.Int2",-2990.69024286097
"350",1,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"351",3,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"352",35,"M8","zona costera","21",0,1058.607,1256.041,"renta.act.Esc1.Int2",-2990.69024286097
"353",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"354",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"355",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc1.Int2",-2990.69024286097
"356",1,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"357",3,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"358",35,"M8","zona interior","7",0,52.177,176.658,"renta.act.Esc1.Int2",-2990.69024286097
"359",1,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"360",3,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"361",35,"M8","zona interior","11",0,253.771,431.877,"renta.act.Esc1.Int2",-2990.69024286097
"362",1,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"363",3,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"364",35,"M8","zona interior","16",0,679.527,881.461,"renta.act.Esc1.Int2",-2990.69024286097
"365",1,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"366",3,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"367",35,"M8","zona interior","21",0,1250.335,1458.085,"renta.act.Esc1.Int2",-2990.69024286097
"368",1,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"369",3,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"370",35,"M8","zona interior","26",0,1947.04,2156.127,"renta.act.Esc1.Int2",-2990.69024286097
"371",1,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"372",3,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"373",17,"MG2","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int2",-1476.28880511034
"374",25,"MG2","zona costera","7",450,0,30.254,"renta.act.Esc1.Int2",-2018.62556116561
"375",35,"MG2","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int2",-2923.57098304735
"376",1,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"377",3,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"378",17,"MG2","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int2",-1476.28880511034
"379",25,"MG2","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int2",-2006.47201108487
"380",35,"MG2","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int2",-2473.94863168924
"381",1,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"382",3,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"383",17,"MG2","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int2",-1476.28880511034
"384",25,"MG2","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int2",-1970.11581003256
"385",35,"MG2","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int2",-97.7564724123083
"386",1,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"387",3,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"388",17,"MG2","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int2",-1476.28880511034
"389",25,"MG2","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int2",-1834.49236890579
"390",35,"MG2","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int2",3781.47366153896
"391",1,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"392",3,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"393",17,"MG2","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int2",-1476.28880511034
"394",25,"MG2","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int2",-1443.71948315289
"395",35,"MG2","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int2",9649.9001244812
"396",1,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"397",3,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"398",17,"MG2","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int2",-1476.28880511034
"399",25,"MG2","zona interior","7",450,0,28.785,"renta.act.Esc1.Int2",-2018.69256630632
"400",35,"MG2","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int2",-2926.80141657449
"401",1,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"402",3,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"403",17,"MG2","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int2",-1476.28880511034
"404",25,"MG2","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int2",-2007.6170106952
"405",35,"MG2","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int2",-2473.81037629623
"406",1,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"407",3,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"408",17,"MG2","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int2",-1476.28880511034
"409",25,"MG2","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int2",-1973.82671238412
"410",35,"MG2","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int2",40.4014435272983
"411",1,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"412",3,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"413",17,"MG2","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int2",-1476.28880511034
"414",25,"MG2","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int2",-1855.78336185123
"415",35,"MG2","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int2",4292.30982334189
"416",1,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"417",3,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2379.52
"418",17,"MG2","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int2",-1476.28880511034
"419",25,"MG2","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int2",-1563.31008311141
"420",35,"MG2","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int2",10891.6980746294
"421",0,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"422",5,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",0
"423",7,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"424",17,"MG2rn","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int2",-81.8563247605566
"425",25,"MG2rn","zona costera","7",450,0,30.254,"renta.act.Esc1.Int2",-110.24842567903
"426",35,"MG2rn","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int2",-98.7066347745052
"427",0,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"428",5,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",0
"429",7,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"430",17,"MG2rn","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int2",-81.8563247605566
"431",25,"MG2rn","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int2",-98.0948755982872
"432",35,"MG2rn","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int2",350.915716583605
"433",0,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"434",5,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",0
"435",7,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"436",17,"MG2rn","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int2",-81.8563247605566
"437",25,"MG2rn","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int2",-61.738674545985
"438",35,"MG2rn","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int2",2727.10787586054
"439",0,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"440",5,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",0
"441",7,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"442",17,"MG2rn","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int2",-81.8563247605566
"443",25,"MG2rn","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int2",73.8847665807931
"444",35,"MG2rn","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int2",6606.33800981181
"445",0,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"446",5,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",0
"447",7,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"448",17,"MG2rn","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int2",-81.8563247605566
"449",25,"MG2rn","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int2",464.657652333688
"450",35,"MG2rn","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int2",12474.764472754
"451",0,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"452",5,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",0
"453",7,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"454",17,"MG2rn","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int2",-81.8563247605566
"455",25,"MG2rn","zona interior","7",450,0,28.785,"renta.act.Esc1.Int2",-110.315430819738
"456",35,"MG2rn","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int2",-101.937068301643
"457",0,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"458",5,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",0
"459",7,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"460",17,"MG2rn","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int2",-81.8563247605566
"461",25,"MG2rn","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int2",-99.2398752086183
"462",35,"MG2rn","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int2",351.053971976622
"463",0,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"464",5,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",0
"465",7,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"466",17,"MG2rn","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int2",-81.8563247605566
"467",25,"MG2rn","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int2",-65.4495768975399
"468",35,"MG2rn","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int2",2865.26579180015
"469",0,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"470",5,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",0
"471",7,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"472",17,"MG2rn","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int2",-81.8563247605566
"473",25,"MG2rn","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int2",52.5937736353521
"474",35,"MG2rn","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int2",7117.17417161474
"475",0,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"476",5,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",0
"477",7,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-905.2992
"478",17,"MG2rn","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int2",-81.8563247605566
"479",25,"MG2rn","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int2",345.06705237517
"480",35,"MG2rn","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int2",13716.5624229023
"481",1,"M2","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"482",3,"M2","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"483",14,"M2","zona costera","7",1000,0,0.754,"renta.act.Esc1.Int1",-946.216258079718
"484",22,"M2","zona costera","7",700,0,6.717,"renta.act.Esc1.Int1",-1098.97067523596
"485",30,"M2","zona costera","7",300,5.55,42.877,"renta.act.Esc1.Int1",-1121.98042108661
"486",40,"M2","zona costera","7",0,96.196,120.552,"renta.act.Esc1.Int1",1932.27700735205
"487",1,"M2","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"488",3,"M2","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"489",14,"M2","zona costera","11",1000,0,4.755,"renta.act.Esc1.Int1",-940.454818079718
"490",22,"M2","zona costera","11",700,0,26.476,"renta.act.Esc1.Int1",-1063.76727001188
"491",30,"M2","zona costera","11",300,51.839,105.44,"renta.act.Esc1.Int1",-124.113221112591
"492",40,"M2","zona costera","11",0,230.851,256.221,"renta.act.Esc1.Int1",7720.32241601618
"493",1,"M2","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"494",3,"M2","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"495",14,"M2","zona costera","16",1000,0,17.457,"renta.act.Esc1.Int1",-922.163938079718
"496",22,"M2","zona costera","16",700,10.15,59.396,"renta.act.Esc1.Int1",-913.731788873094
"497",30,"M2","zona costera","16",300,150.42,209.939,"renta.act.Esc1.Int1",2047.59213784686
"498",40,"M2","zona costera","16",0,447.465,472.328,"renta.act.Esc1.Int1",17718.7682104605
"499",1,"M2","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"500",3,"M2","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"501",14,"M2","zona costera","21",1000,3.179,38.584,"renta.act.Esc1.Int1",-866.309058079718
"502",22,"M2","zona costera","21",700,60.511,117.319,"renta.act.Esc1.Int1",-361.991774746338
"503",30,"M2","zona costera","21",300,296.238,354.15,"renta.act.Esc1.Int1",5631.42030127279
"504",40,"M2","zona costera","21",0,685.217,710.291,"renta.act.Esc1.Int1",30157.0414638967
"505",1,"M2","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"506",3,"M2","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"507",14,"M2","zona costera","26",1000,14.487,66.111,"renta.act.Esc1.Int1",-736.206178079718
"508",22,"M2","zona costera","26",700,126.969,185.471,"renta.act.Esc1.Int1",420.247365101074
"509",30,"M2","zona costera","26",300,460.073,515.36,"renta.act.Esc1.Int1",9847.07172766216
"510",40,"M2","zona costera","26",0,967.052,991.899,"renta.act.Esc1.Int1",44861.0500493083
"511",1,"M2","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"512",3,"M2","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"513",14,"M2","zona interior","7",1000,0,0.695,"renta.act.Esc1.Int1",-946.301218079718
"514",22,"M2","zona interior","7",700,0,6.315,"renta.act.Esc1.Int1",-1099.64909941697
"515",30,"M2","zona interior","7",300,5.506,42.315,"renta.act.Esc1.Int1",-1124.40826314259
"516",40,"M2","zona interior","7",0,98.359,121.591,"renta.act.Esc1.Int1",2001.11114143319
"517",1,"M2","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"518",3,"M2","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"519",14,"M2","zona interior","11",1000,0,3.471,"renta.act.Esc1.Int1",-942.303778079718
"520",22,"M2","zona interior","11",700,0,25.636,"renta.act.Esc1.Int1",-1067.14322134098
"521",30,"M2","zona interior","11",300,54.072,108.698,"renta.act.Esc1.Int1",-81.5754061571354
"522",40,"M2","zona interior","11",0,246.758,271.774,"renta.act.Esc1.Int1",8311.54959508564
"523",1,"M2","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"524",3,"M2","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"525",14,"M2","zona interior","16",1000,0,12.668,"renta.act.Esc1.Int1",-929.060098079718
"526",22,"M2","zona interior","16",700,10.595,61.264,"renta.act.Esc1.Int1",-915.561819429987
"527",30,"M2","zona interior","16",300,179.214,239.833,"renta.act.Esc1.Int1",2627.51900537735
"528",40,"M2","zona interior","16",0,509.386,534.93,"renta.act.Esc1.Int1",20528.2752059852
"529",1,"M2","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"530",3,"M2","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"531",14,"M2","zona interior","21",1000,0,31.611,"renta.act.Esc1.Int1",-901.782178079718
"532",22,"M2","zona interior","21",700,62.98,122.773,"renta.act.Esc1.Int1",-375.948428567757
"533",30,"M2","zona interior","21",300,348.786,410.002,"renta.act.Esc1.Int1",6679.19329689553
"534",40,"M2","zona interior","21",0,822.376,848.894,"renta.act.Esc1.Int1",36091.526718982
"535",1,"M2","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"536",3,"M2","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"537",14,"M2","zona interior","26",1000,10.981,60.103,"renta.act.Esc1.Int1",-772.905698079718
"538",22,"M2","zona interior","26",700,135.643,198.765,"renta.act.Esc1.Int1",465.783388214794
"539",30,"M2","zona interior","26",300,553.283,613.637,"renta.act.Esc1.Int1",11786.8345163169
"540",40,"M2","zona interior","26",0,1191.609,1219.186,"renta.act.Esc1.Int1",54851.0058447919
"541",1,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"542",3,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"543",15,"M4","zona costera","7",700,0,2.415,"renta.act.Esc1.Int1",-937.268058441312
"544",25,"M4","zona costera","7",0,15.094,71.024,"renta.act.Esc1.Int1",-919.49797327928
"545",1,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"546",3,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"547",15,"M4","zona costera","11",700,0,14.78,"renta.act.Esc1.Int1",-788.888058441312
"548",25,"M4","zona costera","11",0,117.56,196.992,"renta.act.Esc1.Int1",262.498338759542
"549",1,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"550",3,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"551",15,"M4","zona costera","16",700,0.795,56.324,"renta.act.Esc1.Int1",-284.000058441312
"552",25,"M4","zona costera","16",0,313.566,402.004,"renta.act.Esc1.Int1",2741.21927348185
"553",1,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"554",3,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"555",15,"M4","zona costera","21",700,23.038,117.827,"renta.act.Esc1.Int1",631.979941558688
"556",25,"M4","zona costera","21",0,625.28,709.408,"renta.act.Esc1.Int1",6794.16754230865
"557",1,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"558",3,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"559",15,"M4","zona costera","26",700,126.548,231.007,"renta.act.Esc1.Int1",2818.21994155869
"560",25,"M4","zona costera","26",0,981.459,1063.993,"renta.act.Esc1.Int1",12819.216303078
"561",1,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"562",3,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"563",15,"M4","zona interior","7",700,0,1.852,"renta.act.Esc1.Int1",-944.024058441312
"564",25,"M4","zona interior","7",0,14.455,69.71,"renta.act.Esc1.Int1",-934.737659580764
"565",1,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"566",3,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"567",15,"M4","zona interior","11",700,0,13.87,"renta.act.Esc1.Int1",-799.808058441312
"568",25,"M4","zona interior","11",0,112.804,193.837,"renta.act.Esc1.Int1",206.595719693199
"569",1,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"570",3,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"571",15,"M4","zona interior","16",700,0,52.004,"renta.act.Esc1.Int1",-342.200058441312
"572",25,"M4","zona interior","16",0,321.092,412.587,"renta.act.Esc1.Int1",2745.72131823816
"573",1,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"574",3,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"575",15,"M4","zona interior","21",700,18.469,108.939,"renta.act.Esc1.Int1",488.771941558688
"576",25,"M4","zona interior","21",0,659.475,748.665,"renta.act.Esc1.Int1",6949.68786941004
"577",1,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"578",3,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"579",15,"M4","zona interior","26",700,106.219,210.575,"renta.act.Esc1.Int1",2410.40394155869
"580",25,"M4","zona interior","26",0,1064.305,1152.861,"renta.act.Esc1.Int1",13112.8287946934
"581",1,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"582",3,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"583",35,"M8","zona costera","7",0,48.673,175.296,"renta.act.Esc1.Int1",-803.718146310009
"584",1,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"585",3,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"586",35,"M8","zona costera","11",0,231.943,410.445,"renta.act.Esc1.Int1",964.40241368999
"587",1,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"588",3,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"589",35,"M8","zona costera","16",0,596.539,793.719,"renta.act.Esc1.Int1",4360.16577368999
"590",1,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"591",3,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"592",35,"M8","zona costera","21",0,1058.607,1256.041,"renta.act.Esc1.Int1",8630.03985368999
"593",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"594",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"595",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc1.Int1",13543.73409369
